xid,name,url,stars,wikipedia,image,address,lon,lat,kinds_amount
W323615032,Camping La Focetta Sicula,https://www.booking.com/hotel/it/camping-la-focetta-sicula.html,null,null,null,Contrada Siena SIC ME Italia Sant'Alessio Siculo 98030 it 40 ,15.355927467346191,37.931095123291016,2
W385928379,Hotel Kennedy,https://www.booking.com/hotel/it/kennedy.html,3,null,null,Via Lungomare SIC ME Italia Sant'Alessio Siculo 98028 it 1 ,15.35195541381836,37.926761627197266,2
N5120083899,san giacomo,https://www.booking.com/hotel/it/san-giacomo-appartamenti-amp-camere.html,null,null,null,Via Consolare Valeria San Giacomo appartamenti & camere SIC ME Italia Sant'Alessio Siculo 93038 it 75 ,15.35183048248291,37.92742919921875,2
N4238927493,resort borgo san rocco,https://www.booking.com/hotel/it/resort-borgo-san-rocco.html,4,null,null,SIC ME Italia Savoca 93038 it ,15.341872215270996,37.95273208618164,2
W331455677,relais santa anastasia,https://www.booking.com/hotel/it/relais-santa-anastasia.html,null,null,null,SIC PA Italia Castelbuono 90013 it ,14.085272789001465,37.97240447998047,2
N26860788,camere & case vacanze lo scoglio,https://www.booking.com/hotel/it/camere-amp-casa-vacanze-lo-scoglio.html,null,null,null,Strada statale Settentrionale Sicula SIC ME Italia Tusa 98079 it ,14.230555534362793,38.0099983215332,3
N3951680816,art hotel atelier sul mare,https://www.booking.com/hotel/it/art-atelier-sul-mare.html,3,null,null,Via Cesare Battisti SIC ME Italia Tusa 98079 it ,14.251126289367676,38.0099983215332,2
W168321024,Casa Migliaca,https://www.booking.com/hotel/it/casa-migliaca.html,null,null,null,SP176 SIC ME Italia Pettineo it ,14.28523063659668,37.97134780883789,2
N1113041697,la playa blanca,https://www.booking.com/hotel/it/laplayablancasicilia.html,4,null,null,SIC ME Italia Santo Stefano di Camastra 98077 it ,14.345216751098633,38.01877212524414,2
W426608061,agriturismo il vignale,https://www.booking.com/hotel/it/agriturismo-il-vignale.html,null,null,null,SPA105 SIC ME Italia Longi it ,14.754571914672852,38.00790023803711,2
N4564101029,hotel il mulino,https://www.booking.com/hotel/it/il-mulino-capo-d-orlando.html,4,null,null,Via Roma Capo d'Orlando SIC ME Italia 98071 Piazza Francesco Paolo Merendino it Muscale ,14.742400169372559,38.16043472290039,2
W591673759,Nettuno Resort,https://www.booking.com/hotel/it/nettuno-resort.html,4,null,null,Via Saverio Collica Capo d'Orlando SIC ME Masseria Sottana Italia 98071 it Tavola Grande ,14.718996047973633,38.13591003417969,3
W598105771,Hotel Il Mulino,https://www.booking.com/hotel/it/il-mulino-capo-d-orlando.html,4,null,null,Via Roma Capo d'Orlando SIC ME Italia 98071 Piazza Francesco Paolo Merendino it Muscale ,14.742642402648926,38.16037368774414,2
N8831061391,Casa Vacanze La Balena,https://www.booking.com/hotel/it/casa-vacanze-la-balena.html,null,null,null,Via Cristoforo Colombo Capo d'Orlando SIC ME Italia 98071 it Muscale ,14.74527645111084,38.163047790527344,3
N8807075768,nuovo hotel faro,https://www.booking.com/hotel/it/faro-capo-d-orlando.html,2,null,null,Capo d'Orlando SIC ME Italia it Muscale ,14.746962547302246,38.16407775878906,2
N5777167420,antico casale di lisycon,https://www.booking.com/hotel/it/antico-casale-di-lisycon-sant-39-angelo-di-brolo.html,null,null,null,Strada di penetrazione agricola San Filippo-Ponte Annunziata SIC ME Italia Sant'Angelo di Brolo 98069 it San Carlo ,14.87252140045166,38.11134719848633,2
N8927600908,al castello san piero patti,https://www.booking.com/hotel/it/al-castello-san-piero-patti.html,null,null,null,SIC ME Italia San Piero Patti 98068 it ,14.96483039855957,38.05264663696289,3
N5256630113,La Casa del Priore,https://www.booking.com/hotel/it/la-casa-del-priore.html,null,null,null,Patti SIC ME Marina di Patti Italia 98066 it ,14.959604263305664,38.12578201293945,5
N5359357556,Hotel delle Palme,https://www.booking.com/hotel/it/delle-palme-falcone.html,4,null,null,Via Nazionale SIC ME Italia Falcone 98054 it ,15.070846557617188,38.115638732910156,2
N2420747157,B&B La gatta bianca,https://www.booking.com/hotel/it/b-amp-b-la-gatta-bianca.html,null,null,null,Via Giacomo Matteotti B&B La gatta bianca SIC ME Italia Oliveri 98060 it 8 ,15.064510345458984,38.121097564697266,2
W284777531,portorosa apartments,https://www.booking.com/hotel/it/portorosa-apartments.html,null,null,null,SIC ME Italia Furnari 98054 it Firriato ,15.10880184173584,38.12245178222656,2
N3135777529,Villa Anita,https://www.booking.com/hotel/it/villa-anita.html,null,null,null,Capo d'Orlando SIC ME Italia 98071 it ,14.77824878692627,38.15419387817383,2
N5741917379,capo baia verde,https://www.booking.com/hotel/it/capo-baia-verde.html,3,null,null,Via Nazionale Messina Capo d'Orlando SIC ME Italia 98071 it Certari ,14.782354354858398,38.15260696411133,2
N2374272999,il gattopardo,https://www.booking.com/hotel/it/il-gattopardo.html,3,null,null,Via Marina Hotel Il Gattopardo SIC ME Italia Brolo 98061 it 69 Piana ,14.82763671875,38.160179138183594,2
N5449259162,mare blu,https://www.booking.com/hotel/it/mare-blu.html,null,null,null,Contrada Mangano SIC ME Italia Gioiosa Marea 98063 it ,14.89311695098877,38.1705322265625,2
N4212303297,Agriturismo Santa Margherita,https://www.booking.com/hotel/it/agriturismo-santamargherita.html,null,null,null,SP135/c SIC ME Italia Gioiosa Marea 98063 it ,14.940784454345703,38.16267776489258,2
W606851333,gh avalon sikani,https://www.booking.com/hotel/it/grand-avalon-sikani-resort-4-stelle-lusso.html,4,null,null,SIC ME Italia Gioiosa Marea 98063 it ,14.903729438781738,38.179405212402344,2
N5759614893,camping b&b gioiosa,https://www.booking.com/hotel/it/camping-b-amp-b-gioiosa.html,null,null,null,SIC ME Italia Gioiosa Marea it ,14.912035942077637,38.188133239746094,2
W529080046,al saliceto hotel,https://www.booking.com/hotel/it/al-saliceto.html,3,null,null,Via Statale Saliceto SIC ME Italia Gioiosa Marea 98066 it ,14.962645530700684,38.157806396484375,2
N3156288954,Yachting Club Mare,https://www.booking.com/hotel/it/yachting-club-mare.html,3,null,null,Via Andrea Doria Yachting Club Mare SIC ME Italia Gioiosa Marea 98063 it 1 ,14.943585395812988,38.17644500732422,2
W239303107,parco augusto - grand hotel terme,https://www.booking.com/hotel/it/grand-delle-terme-terme-vigliatore.html,4,null,null,Viale delle Terme SIC ME Italia Terme Vigliatore 98059 it Terme ,15.170084953308105,38.13373565673828,2
N8303551883,Residence Ancora Bianca,https://www.booking.com/hotel/it/residence-ancora-bianca.html,null,null,null,Via Lungo Mare Marchesana SIC ME Italia Terme Vigliatore 98054 it Marchesana Marina ,15.140161514282227,38.13899230957031,2
N5460993326,b&b le 2 cantine,https://www.booking.com/hotel/it/b-amp-b-le2cantine.html,null,null,null,Via Monte Grappa SIC ME Italia Castroreale 98059 it Case Palano ,15.209802627563477,38.098968505859375,2
N5912541779,Castello D'Alcontres B&B,https://www.booking.com/hotel/it/castello-d-39-alcontres-b-amp-b.html,null,null,null,Piazza Cianciolo Castello D'Alcontres B&B SIC ME Italia Nizza di Sicilia 98026 it 1 ,15.413727760314941,37.995052337646484,2
N1347032862,Hotel Terme Marino,https://www.booking.com/hotel/it/terme-marino-ali-39-terme.html,2,null,null,Via delle Terme SIC ME Italia Alì Terme 98026 it ,15.426612854003906,38.0088996887207,2
N4874278102,Il Casale dei Conti,https://www.booking.com/hotel/it/il-casale-dei-conti.html,null,null,null,Via Giacomo Medici Barcellona Il Casale dei Conti SIC ME Sant'Antonino Italia 98051 it 440 Fondaco Nuovo ,15.194686889648438,38.149070739746094,2
N3434234293,George Hotel,https://www.booking.com/hotel/it/george.html,3,null,null,Via Operai Barcellona SIC ME Barcellona Italia 98051 it San Gaetano ,15.216692924499512,38.14760971069336,2
N4614050098,Villa Manno,https://www.booking.com/hotel/it/villa-manno.html,null,null,null,Via Ragusa Barcellona SIC ME Pozzo di Gotto Italia 98051 it 31/2 Petraro ,15.232279777526855,38.15959548950195,2
N3673127320,idria b&b,https://www.booking.com/hotel/it/idria-b-amp-b.html,null,null,null,Via Cicerata Barcellona SIC ME Sant'Antonino Italia 98051 it Cicerata ,15.20508861541748,38.17784118652344,2
N3673128626,b&b ro. ma. ,https://www.booking.com/hotel/it/b-amp-b-ro-ma.html,null,null,null,Via Caldà Barcellona SIC ME Italia 98051 it Cicerata ,15.20763874053955,38.18021011352539,2
N5030610814,b&b irma,https://www.booking.com/hotel/it/b-amp-b-irma.html,null,null,null,Via Alcide De Gasperi SIC ME Italia San Filippo del Mela 98044 it ,15.263733863830566,38.175662994384766,2
N4591227398,cuciti b&b,https://www.booking.com/hotel/it/cuciti-b-amp-b.html,null,null,null,Via Padova Milazzo SIC ME Grazia Italia 98057 it 14 Brigandì ,15.25291633605957,38.18742752075195,2
N3650591329,b&b la maison,https://www.booking.com/hotel/it/b-and-b-la-maison.html,null,null,null,Via della Concordia Milazzo SIC ME Grazia Italia 98057 it 61 Brigandì ,15.26285171508789,38.17774963378906,2
N3370533898,hotel royal cattafi,https://www.booking.com/hotel/it/royal-cattafi.html,2,null,null,SIC ME Italia San Filippo del Mela it Borgo Giovanni Verga ,15.290791511535645,38.173858642578125,2
N3713674164,il fiore di san giovanni b&b,https://www.booking.com/hotel/it/ll-fiore-di-san-giovanni-b-and-b.html,null,null,null,Via Mariano Maio Milazzo SIC ME San Pietro Italia 98057 it 88 San Giovanni ,15.234720230102539,38.215904235839844,2
N4791627616,missori apartment,https://www.booking.com/hotel/it/missori-apartment-milazzo.html,null,null,null,Vico 1 Luigi Tukery Milazzo SIC ME Parco Italia 98057 it 25 San Giovanni ,15.235161781311035,38.220703125,3
N3114825939,scarabeo milazzo,https://www.booking.com/hotel/it/scarabeo-milazzo.html,null,null,null,Via Massimiliano Regis Milazzo SIC ME Parco Italia 98057 it 90 San Giovanni ,15.236987113952637,38.219425201416016,2
N2370166984,hotel san michele,https://www.booking.com/hotel/it/san-michele-milazzo.html,4,null,null,Via Colonnello Francesco Magistri Milazzo SIC ME Parco Italia 98057 it 69 San Paolino ,15.239237785339355,38.215736389160156,2
N4526238959,meridiana b&b,https://www.booking.com/hotel/it/meridiana-b-amp-b.html,null,null,null,Via Colonnello Francesco Magistri Milazzo SIC ME Parco Italia 98057 it 42 San Paolino ,15.239346504211426,38.215301513671875,2
N2794781114,hotel la bussola,https://www.booking.com/hotel/it/la-bussola-milazzo.html,4,null,null,Via Nino Bixio Milazzo SIC ME Parco Italia 98057 it 11 San Paolino ,15.242696762084961,38.21501541137695,2
N5225858692,Scacciapensieri,https://www.booking.com/hotel/it/scacciapensieri-milazzo.html,null,null,null,Via Tenente Tito Minninti Milazzo SIC ME Parco Italia 98057 it 50 San Giovanni ,15.238912582397461,38.216468811035156,2
N2912639272,b&b orchidea,https://www.booking.com/hotel/it/b-amp-b-orchidea-milazzo.html,null,null,null,Via Nino Bixio Milazzo SIC ME Parco Italia 98057 it 32 San Paolino ,15.243700981140137,38.21412658691406,2
N3672962297,Driade b&b,https://www.booking.com/hotel/it/driade-b-amp-b.html,null,null,null,Via Tenente Tito Minninti Milazzo SIC ME Parco Italia 98057 it 62 San Giovanni ,15.238511085510254,38.216346740722656,2
N2733972100,Petit Hotel,https://www.booking.com/hotel/it/petit.html,3,null,null,Via dei Mille Milazzo SIC ME Parco Italia 98057 it 38 San Paolino ,15.24064826965332,38.21704864501953,2
N2835836660,solaris b&b,https://www.booking.com/hotel/it/solaris-milazzo.html,null,null,null,Via Colonnello Francesco Bertè Milazzo SIC ME Parco Italia 98057 it 90 San Paolino ,15.239021301269531,38.216896057128906,2
N4526238958,Al vecchio mulino,https://www.booking.com/hotel/it/al-vecchio-mulino-milazzo.html,null,null,null,Via Giorgio Rizzo Milazzo SIC ME Parco Italia 98057 it 126 San Paolino ,15.240290641784668,38.21599578857422,2
N2740045293,locanda del bagatto,https://www.booking.com/hotel/it/locanda-del-bagatto.html,null,null,null,Via Massimiliano Regis Milazzo SIC ME Parco Italia 98057 it 9 San Giovanni ,15.240099906921387,38.219295501708984,2
N2724907354,hotel california,https://www.booking.com/hotel/it/california-milazzo.html,1,null,null,Via del Sole Milazzo SIC ME Parco Italia 98057 it 11 San Giovanni ,15.239768028259277,38.219703674316406,2
N4456105017,levante 28-zona porto,https://www.booking.com/hotel/it/levante-28-zona-porto.html,null,null,null,Piazza Giuseppe Mazzini Milazzo SIC ME Parco Italia 98057 it 6 San Giovanni ,15.24072551727295,38.2194709777832,3
N4819399771,b&b liberty palace,https://www.booking.com/hotel/it/b-amp-b-liberty-palace.html,null,null,null,Piazza Giuseppe Mazzini Milazzo SIC ME Parco Italia 98057 it 4 San Giovanni ,15.240778923034668,38.21954345703125,2
N2612637120,cassisi hotel,https://www.booking.com/hotel/it/cassisi.html,4,null,null,Via Giovanni Cassisi Milazzo SIC ME Parco Italia 98057 it 9 San Giovanni ,15.241518020629883,38.22019958496094,2
N2739817767,b&b phenicusa,https://www.booking.com/hotel/it/phenicusa-milazzo.html,null,null,null,Via Gioacchino Chinigò Milazzo SIC ME Parco Italia 98057 it 3 San Giovanni ,15.240906715393066,38.22035598754883,2
N3713823328,b&b le tre stelle,https://www.booking.com/hotel/it/b-amp-b-le-tre-stelle.html,null,null,null,Via del Marinaio d'Italia Milazzo SIC ME Parco Italia 98057 it 2 San Giovanni ,15.235280990600586,38.223793029785156,2
N3668417019,il vicolo b&b,https://www.booking.com/hotel/it/il-vicolo-beb.html,null,null,null,Via del Marinaio d'Italia Vico 1 Milazzo SIC ME Parco Italia 98057 it 13 San Giovanni ,15.236942291259766,38.22587585449219,2
N2852902026,albergo pensione cosenz,https://www.booking.com/hotel/it/albergo-pensione-cosenz.html,null,null,null,Via Enrico Cosenz Milazzo SIC ME Parco Italia 98057 it 5 San Giovanni ,15.240215301513672,38.22280502319336,2
N2739786034,b&b re umberto,https://www.booking.com/hotel/it/b-milazzo.html,null,null,null,Via Umberto I Milazzo SIC ME Parco Italia 98057 it 95 San Giovanni ,15.240616798400879,38.22243881225586,2
N2835836655,b&b l'alberghetto,https://www.booking.com/hotel/it/alberghetto.html,null,null,null,Via Umberto I Milazzo SIC ME Parco Italia 98057 it 208 San Giovanni ,15.240715026855469,38.22391891479492,2
N5029883898,casa vacanze sole & luna,https://www.booking.com/hotel/it/casa-vacanze-milazzo-sole-amp-luna.html,null,null,null,Via Umberto I Milazzo SIC ME Parco Italia 98057 it 86 San Giovanni ,15.24085521697998,38.22174835205078,3
N2801228606,Le Soleil,https://www.booking.com/hotel/it/le-soleil-milazzo.html,null,null,null,Via Antonino Cumbo Borgia Milazzo SIC ME Parco Italia 98057 it 8 San Giovanni ,15.241863250732422,38.221553802490234,2
N2703924086,hotel medici,https://www.booking.com/hotel/it/medici-milazzo.html,3,null,null,Milazzo SIC ME Parco Italia 98057 Via Giacomo Medici it 81 San Giovanni ,15.24268913269043,38.222530364990234,2
N2852902008,b&b al duomo milazzo,https://www.booking.com/hotel/it/b-amp-b-al-duomo-milazzo.html,null,null,null,Via Matteo Nardi Milazzo SIC ME Parco Italia 98057 it 50 San Giovanni ,15.241445541381836,38.22337341308594,2
N4741732045,Marina Inn,https://www.booking.com/hotel/it/marina-inn-milazzo3.html,null,null,null,Milazzo SIC ME Parco Italia 98057 Via Riccardo D'Amico it 1 San Giovanni ,15.242632865905762,38.22366714477539,2
N2792564691,L'Antico Borgo,https://www.booking.com/hotel/it/l-39-antico-borgo.html,null,null,null,Milazzo SIC ME Parco Italia Salita Castello 98057 it 12 Stretto Tono ,15.242956161499023,38.23009490966797,2
N2758286492,bed& breakfast maredomus,https://www.booking.com/hotel/it/bed-breakfast-maredomus.html,null,null,null,Lungomare Giuseppe Garibaldi Milazzo SIC ME Parco Italia 98057 it 183 Stretto Tono ,15.24361515045166,38.22718811035156,2
N6859596085,b&b caravello,https://www.booking.com/hotel/it/b-amp-b-caravello.html,null,null,null,Via dei Giardini Milazzo SIC ME Parco Italia 98057 it 52 Parco Nuovo ,15.253835678100586,38.204833984375,2
N2792564689,la casa del tono,https://www.booking.com/hotel/it/la-casa-del-tono.html,null,null,null,Via Nettuno Milazzo SIC ME Parco Italia 98057 it 22 Tono ,15.240967750549316,38.23440170288086,2
N3087209910,casadelmela b&b,https://www.booking.com/hotel/it/casadelmela-b-amp-b.html,null,null,null,Via Nazionale Archi SIC ME Italia San Filippo del Mela 98044 it Crocecaruso ,15.275047302246094,38.189308166503906,2
N3087209909,Agriturismo Fontanelle,https://www.booking.com/hotel/it/azienda-agricola-biologica-barone-ryolo-dal1824-agriturismo-fontanelle.html,null,null,null,Via Nazionale Archi SIC ME Italia San Filippo del Mela 98044 it Crocecaruso ,15.276948928833008,38.19318771362305,2
N1515665616,La casa del Tono,https://www.booking.com/hotel/it/la-casa-del-tono.html,null,null,null,Via Tono Milazzo SIC ME Parco Italia 98057 it 64 Stretto Tono ,15.240215301513672,38.23497772216797,2
N2726653652,Residence Porticella,https://www.booking.com/hotel/it/residence-porticella.html,null,null,null,Via Giuseppe Cambria Milazzo SIC ME Parco Italia 98057 it 12 Stretto Tono ,15.245099067687988,38.232425689697266,3
N2612637124,b&b villa rodriguez,https://www.booking.com/hotel/it/b-amp-b-villa-rodriguez.html,null,null,null,Via Nettuno Milazzo SIC ME Parco Italia 98057 it 158 Tono ,15.242897033691406,38.24125671386719,2
N2536837868,hotel riviera lido,https://www.booking.com/hotel/it/riviera-lido.html,3,null,null,Via Aldo Moro Milazzo SIC ME Parco Italia 98057 it 18 Bevaceto ,15.249398231506348,38.23604202270508,2
N6459237093,valle degli agrumi,https://www.booking.com/hotel/it/valle-degli-agrumi.html,null,null,null,SIC ME Italia Monforte San Giorgio 98045 it ,15.364239692687988,38.165775299072266,2
N3356280346,nacional hotel,https://www.booking.com/hotel/it/nacional.html,3,null,null,Via Nazionale SIC ME Italia Torregrotta 98040 it Scala ,15.339481353759766,38.207008361816406,2
N3195702120,hotel ristorante thomas,https://www.booking.com/hotel/it/ristorante-thomas.html,2,null,null,Via Professor Sfameni SIC ME Italia Torregrotta 98040 it Scala ,15.344023704528809,38.21450424194336,2
N3077406747,Villa Quiete,https://www.booking.com/hotel/it/villa-quiete-spadafora.html,null,null,null,Via Serro Puntale SIC ME Italia Spadafora 98043 it ,15.393697738647461,38.2038459777832,2
N6897076272,Viola Palace Hotel,https://www.booking.com/hotel/it/viola-palace.html,4,null,null,Via Antonello da Messina Viola Palace Hotel SIC ME Italia Villafranca Tirrena 98049 it 90 Divieto ,15.449005126953125,38.24391174316406,2
N1346344249,agriturismo casa gialla,https://www.booking.com/hotel/it/agriturismo-casa-gialla.html,null,null,null,Lipari SIC ME Italia it ,14.926946640014648,38.47879409790039,2
N3993602368,hotel orsa maggiore,https://www.booking.com/hotel/it/orsa-maggiore.html,3,null,null,Via Porto di Ponente Lipari Orsa Maggiore SIC ME Italia 98050 it 4 ,14.949413299560547,38.41400146484375,2
N6565576772,Casa Arcada,https://www.booking.com/hotel/it/casa-arcada.html,null,null,null,Via sotto il Cratere Lipari SIC ME Italia it ,14.957448959350586,38.41124725341797,2
N6565557883,Casa Volcanalia,https://www.booking.com/hotel/it/casa-volcanalia.html,null,null,null,Via sotto il Cratere Lipari SIC ME Italia it ,14.957728385925293,38.411312103271484,2
W369274155,Hotel Garden,https://www.booking.com/hotel/it/garden-vulcano.html,4,null,null,Lipari SIC ME Italia 98050 it ,14.954508781433105,38.41611862182617,2
W77616146,hotel eros,https://www.booking.com/hotel/it/eros.html,4,null,null,Strada Provinciale 179 Lipari SIC ME Italia it ,14.958531379699707,38.41822814941406,2
N6565655788,il caimano bed & breakfast,https://www.booking.com/hotel/it/il-caimano-bed-amp-breakfast.html,null,null,null,Strada Provinciale 179 Lipari SIC ME Italia it ,14.95806884765625,38.417510986328125,2
N6565746506,Hotel Faraglione,https://www.booking.com/hotel/it/faraglione.html,2,null,null,Via Porto di Levante Lipari SIC ME Italia it ,14.960030555725098,38.41462707519531,2
N6004736986,L'Orchidea delle Eolie,https://www.booking.com/hotel/it/l-39-orchidea-delle-eolie-provincia-di-messina.html,null,null,null,Via Riccardo Conti Lipari L'Orchidea delle Eolie SIC ME Italia it 7 ,14.958186149597168,38.4163932800293,3
N3681361309,Vulcano Blu Residence,https://www.booking.com/hotel/it/vulcano-blu.html,null,null,null,Via dei Villini Lipari SIC ME Italia it ,14.964665412902832,38.42234420776367,2
N3681361308,therasia resort sea and spa,https://www.booking.com/hotel/it/therasia-resort.html,5,null,null,Lipari SIC ME Italia it ,14.957175254821777,38.43080520629883,2
W158590445,hotel aktea,https://www.booking.com/hotel/it/aktea.html,4,null,null,Via Giovanni Falcone e Paolo Borsellino Lipari SIC ME Italia it ,14.952184677124023,38.47288513183594,2
